order_id,customer_id,order_date,status,region_code
O00194,C0257,2025-11-02 00:04:41,PLACED,EAST
O00195,C0109,2025-01-17 00:04:41,PLACED,SOUTH
O00196,C0213,2024-12-03 00:04:41,CANCELLED,WEST
O00197,C0108,2026-06-02 00:04:41,PLACED,SOUTH
O00198,C0023,2026-04-07 00:04:41,RETURNED,NORTH
O00199,C0457,2024-10-05 00:04:41,SHIPPED,WEST
O00200,C0307,2026-05-23 00:00:00,DELIVERED,NORTH
O00201,C0111,2025-12-04 00:04:41,SHIPPED,SOUTH
O00202,C0426,2025-01-02 00:04:41,SHIPPED,EAST
O00203,C0086,2025-07-25 00:04:41,RETURNED,NORTH
O00204,C0118,2024-12-22 00:04:41,SHIPPED,WEST
O00205,C0424,2024-11-15 00:04:41,RETURNED,NORTH
O00206,C0450,2026-01-06 00:04:41,PLACED,WEST
O00207,C0338,2026-04-18 00:04:41,PLACED,WEST
O00208,C0268,2024-09-22 00:04:41,CANCELLED,SOUTH
O00209,C0481,2025-09-03 00:04:41,RETURNED,NORTH
O00210,C0218,2025-12-10 00:04:41,PLACED,EAST
O00211,C0307,2025-10-01 00:04:41,PLACED,NORTH
O00212,C0296,2026-01-23 00:00:00,SHIPPED,EAST
O00213,C0210,2025-01-14 00:04:41,RETURNED,EAST
O00214,C0134,2025-10-16 00:04:41,RETURNED,EAST
O00215,C0349,2025-03-05 00:04:41,RETURNED,WEST
O00216,C0092,2026-02-28 00:04:41,DELIVERED,EAST
O00217,C0397,2024-12-28 00:04:41,PLACED,SOUTH
O00218,C0229,2025-01-21 00:04:41,RETURNED,WEST
O00219,C0403,2026-02-23 00:04:41,PLACED,SOUTH
O00220,C0200,2024-08-14 00:04:41,SHIPPED,WEST
O00221,C0475,2024-11-07 00:04:41,SHIPPED,EAST
O00222,C0041,2025-09-06 00:04:41,CANCELLED,EAST
O00223,C0365,2024-10-06 00:04:41,SHIPPED,WEST
O00224,UNKNOWN,2026-06-12 00:04:41,RETURNED,EAST
O00225,UNKNOWN,2026-04-14 00:04:41,SHIPPED,SOUTH
O00226,UNKNOWN,2025-04-10 00:04:41,SHIPPED,NORTH
O00227,C0142,2025-08-05 00:04:41,CANCELLED,SOUTH
O00228,UNKNOWN,2026-07-30 00:04:41,PLACED,EAST
O00229,C0372,2026-03-28 00:04:41,DELIVERED,SOUTH
O00230,C0311,2025-11-17 00:04:41,RETURNED,NORTH
O00231,C0134,2026-01-09 00:04:41,PLACED,EAST
O00232,C0175,2026-01-16 00:04:41,RETURNED,EAST
O00233,C0356,2025-08-30 00:04:41,SHIPPED,EAST
O00234,C0493,2026-07-07 00:04:41,RETURNED,NORTH
O00235,C0247,2024-10-17 00:04:41,SHIPPED,SOUTH
O00236,C0410,2025-08-05 00:04:41,PLACED,EAST
O00237,C0128,2025-09-21 00:04:41,DELIVERED,NORTH
O00238,C0284,2025-12-09 00:04:41,SHIPPED,EAST
O00239,C0094,2026-07-09 00:04:41,SHIPPED,WEST
O00240,C0378,2025-04-13 00:04:41,SHIPPED,SOUTH
O00241,C0104,2026-05-04 00:04:41,PLACED,NORTH
O00242,C0472,2026-06-19 00:04:41,PLACED,NORTH
O00243,C0435,2026-05-06 00:04:41,RETURNED,EAST
O00244,C0252,2026-01-14 00:04:41,SHIPPED,SOUTH
O00245,C0028,2025-10-16 00:04:41,RETURNED,NORTH
O00246,C0258,2026-07-12 00:04:41,CANCELLED,NORTH
O00247,C0358,2025-06-28 00:04:41,PLACED,SOUTH
O00248,C0195,2025-07-08 00:04:41,DELIVERED,SOUTH
O00249,C0281,2025-05-11 00:04:41,RETURNED,EAST
O00250,C0188,2025-10-17 00:04:41,DELIVERED,EAST
O00251,C0438,2025-11-13 00:04:41,SHIPPED,SOUTH
O00252,C0417,2025-05-12 00:04:41,RETURNED,WEST
O00253,C0439,2025-01-05 00:04:41,SHIPPED,WEST
O00254,UNKNOWN,2025-10-14 00:04:41,RETURNED,EAST
O00255,C0403,2025-04-22 00:04:41,RETURNED,NORTH
O00256,C0204,2025-01-23 00:04:41,DELIVERED,WEST
O00257,C0430,2025-11-12 00:04:41,DELIVERED,EAST
O00258,C0185,2025-04-29 00:04:41,CANCELLED,NORTH
O00259,C0180,2026-04-21 00:04:41,RETURNED,SOUTH
O00260,C0400,2025-07-07 00:04:41,CANCELLED,WEST
O00261,C0456,2026-04-29 00:04:41,SHIPPED,SOUTH
O00262,C0328,2025-07-20 00:04:41,RETURNED,WEST
O00263,C0435,2024-10-29 00:04:41,SHIPPED,EAST
O00264,C0163,2026-08-06 00:04:41,CANCELLED,EAST
O00265,C0455,2025-08-15 00:04:41,RETURNED,WEST
O00266,C0212,2024-09-01 00:04:41,SHIPPED,EAST
O00267,C0482,2024-10-29 00:04:41,CANCELLED,NORTH
O00268,C0049,2025-12-06 00:04:41,PLACED,WEST
O00269,C0269,2024-11-02 00:04:41,RETURNED,SOUTH
O00270,C0044,2025-09-12 00:04:41,SHIPPED,EAST
O00271,C0227,2024-12-21 00:04:41,SHIPPED,NORTH
O00272,C0018,2025-07-08 00:04:41,CANCELLED,EAST
O00273,C0281,2026-07-24 00:04:41,RETURNED,WEST
O00274,C0324,2026-03-09 00:04:41,RETURNED,EAST
O00275,C0466,2026-02-12 00:04:41,PLACED,WEST
O00276,C0158,2025-05-02 00:04:41,PLACED,NORTH
O00277,C0268,2024-12-26 00:04:41,CANCELLED,NORTH
O00278,C0353,2025-12-10 00:04:41,CANCELLED,EAST
O00279,C0306,2024-08-16 00:04:41,SHIPPED,WEST
O00280,C0452,2025-09-17 00:04:41,CANCELLED,WEST
O00281,C0113,2025-10-15 00:04:41,RETURNED,EAST
O00282,C0146,2026-02-04 00:04:41,CANCELLED,SOUTH
O00283,C0437,2024-12-26 00:04:41,CANCELLED,WEST
O00284,C0140,2025-12-25 00:04:41,PLACED,SOUTH
O00285,C0026,2024-08-31 00:04:41,PLACED,EAST
O00286,C0138,2025-10-31 00:04:41,SHIPPED,NORTH
O00287,UNKNOWN,2025-03-19 00:04:41,DELIVERED,WEST
O00288,C0191,2024-09-10 00:04:41,SHIPPED,NORTH
O00289,C0137,2024-10-21 00:04:41,SHIPPED,SOUTH
O00290,C0459,2025-09-03 00:04:41,PLACED,SOUTH
O00291,C0198,2025-11-05 00:04:41,PLACED,SOUTH
O00292,C0236,2024-11-13 00:04:41,SHIPPED,WEST
O00293,C0200,2025-06-24 00:04:41,SHIPPED,NORTH
O00294,C0382,2026-01-24 00:04:41,CANCELLED,EAST
O00295,C0102,2024-10-01 00:04:41,SHIPPED,NORTH
O00296,C0121,2025-07-07 00:00:00,DELIVERED,NORTH
O00297,C0203,2024-08-18 00:04:41,RETURNED,WEST
O00298,C0353,2025-08-24 00:04:41,SHIPPED,SOUTH
O00299,C0256,2026-05-04 00:04:41,PLACED,NORTH
O00300,C0183,2026-07-28 00:04:41,PLACED,SOUTH
O00301,C0250,2026-03-03 00:04:41,DELIVERED,WEST
O00302,C0376,2026-07-15 00:04:41,SHIPPED,EAST
O00303,UNKNOWN,2026-08-02 00:04:41,DELIVERED,WEST
O00304,C0098,2026-02-16 00:04:41,CANCELLED,EAST
O00305,C0445,2026-02-27 00:04:41,RETURNED,SOUTH
O00306,C0231,2025-05-05 00:04:41,CANCELLED,NORTH
O00307,C0398,2025-09-01 00:04:41,PLACED,EAST
O00308,C0398,2025-07-03 00:04:41,RETURNED,WEST
O00309,C0098,2025-12-31 00:04:41,SHIPPED,EAST
O00310,C0166,2025-07-04 00:04:41,RETURNED,NORTH
O00311,C0023,2024-12-19 00:04:41,PLACED,SOUTH
O00312,C0055,2024-11-18 00:00:00,CANCELLED,WEST
O00313,C0270,2026-04-05 00:04:41,DELIVERED,SOUTH
O00314,C0311,2024-08-22 00:04:41,SHIPPED,WEST
O00315,C0476,2024-10-29 00:04:41,PLACED,EAST
O00316,C0286,2025-10-08 00:04:41,PLACED,EAST
O00317,UNKNOWN,2024-10-20 00:04:41,PLACED,SOUTH
O00318,C0492,2024-11-20 00:04:41,RETURNED,WEST
O00319,C0098,2026-06-12 00:04:41,SHIPPED,WEST
O00320,C0383,2026-05-24 00:04:41,CANCELLED,WEST
O00321,C0453,2025-02-09 00:04:41,RETURNED,EAST
O00322,C0337,2026-04-15 00:04:41,DELIVERED,EAST
O00323,C0282,2025-07-07 00:04:41,CANCELLED,WEST
O00324,C0423,2026-04-24 00:04:41,RETURNED,SOUTH
O00325,C0193,2025-04-26 00:04:41,CANCELLED,WEST
O00326,C0492,2024-09-13 00:04:41,RETURNED,NORTH
O00327,C0266,2025-06-14 00:00:00,SHIPPED,SOUTH
O00328,C0439,2026-07-16 00:04:41,RETURNED,SOUTH
O00329,UNKNOWN,2025-08-08 00:04:41,DELIVERED,EAST
O00330,C0456,2025-04-04 00:04:41,DELIVERED,NORTH
O00331,C0293,2025-03-19 00:04:41,DELIVERED,WEST
O00332,C0089,2026-07-16 00:04:41,PLACED,EAST
O00333,C0020,2026-03-22 00:04:41,PLACED,EAST
O00334,C0179,2025-10-27 00:04:41,PLACED,SOUTH
O00335,C0383,2026-04-17 00:04:41,CANCELLED,NORTH
O00336,C0157,2025-07-01 00:04:41,SHIPPED,EAST
O00337,C0258,2025-01-12 00:04:41,CANCELLED,WEST
O00338,C0386,2026-01-07 00:04:41,CANCELLED,EAST
O00339,C0403,2024-12-22 00:04:41,CANCELLED,NORTH
O00340,C0281,2024-11-04 00:04:41,CANCELLED,SOUTH
O00341,C0391,2026-03-04 00:04:41,CANCELLED,SOUTH
O00342,C0288,2026-01-27 00:04:41,PLACED,EAST
O00343,C0398,2026-07-11 00:04:41,PLACED,NORTH
O00344,C0344,2025-08-18 00:04:41,DELIVERED,EAST
O00345,C0305,2025-06-17 00:04:41,DELIVERED,WEST
O00346,C0320,2024-09-23 00:04:41,SHIPPED,SOUTH
O00347,C0351,2024-11-04 00:04:41,PLACED,SOUTH
O00348,C0486,2025-01-07 00:04:41,DELIVERED,NORTH
O00349,C0176,2024-11-30 00:04:41,CANCELLED,NORTH
O00350,C0170,2026-02-10 00:04:41,RETURNED,EAST
O00351,C0281,2024-12-31 00:04:41,PLACED,WEST
O00352,C0299,2026-01-30 00:00:00,SHIPPED,NORTH
O00353,C0146,2026-07-23 00:04:41,PLACED,WEST
O00354,C0336,2024-10-16 00:04:41,DELIVERED,EAST
O00355,C0443,2025-06-04 00:04:41,CANCELLED,SOUTH
O00356,C0195,2026-08-05 00:04:41,DELIVERED,WEST
O00357,C0444,2024-11-07 00:04:41,RETURNED,WEST
O00358,C0288,2024-08-31 00:00:00,RETURNED,EAST
O00359,C0171,2025-01-16 00:00:00,DELIVERED,EAST
O00360,C0321,2026-01-04 00:04:41,PLACED,EAST
O00361,C0450,2024-09-08 00:04:41,DELIVERED,SOUTH
O00362,C0078,2025-09-15 00:04:41,PLACED,WEST
O00363,C0267,2026-04-28 00:04:41,SHIPPED,WEST
O00364,C0124,2025-10-19 00:04:41,RETURNED,EAST
O00365,C0230,2025-03-08 00:04:41,RETURNED,SOUTH
O00366,C0442,2026-07-15 00:04:41,RETURNED,SOUTH
O00367,C0221,2025-01-04 00:04:41,RETURNED,SOUTH
O00368,C0163,2026-02-05 00:04:41,PLACED,SOUTH
O00369,C0163,2025-01-05 00:04:41,DELIVERED,WEST
O00370,C0493,2025-11-05 00:04:41,DELIVERED,SOUTH
O00371,C0399,2024-12-21 00:04:41,RETURNED,EAST
O00372,C0311,2025-04-02 00:04:41,SHIPPED,NORTH
O00373,C0184,2025-12-10 00:04:41,RETURNED,WEST
O00374,C0365,2025-02-13 00:04:41,CANCELLED,WEST
O00375,C0071,2025-03-28 00:00:00,PLACED,EAST
O00376,C0487,2026-06-27 00:04:41,SHIPPED,NORTH
O00377,C0091,2025-11-01 00:04:41,CANCELLED,EAST
O00378,C0444,2025-04-18 00:04:41,PLACED,WEST
O00379,C0369,2026-04-27 00:04:41,RETURNED,NORTH
O00380,C0267,2025-11-19 00:04:41,PLACED,SOUTH
O00381,C0266,2024-09-18 00:04:41,RETURNED,NORTH
O00382,C0098,2025-09-20 00:04:41,DELIVERED,WEST
O00383,C0086,2026-04-28 00:04:41,RETURNED,SOUTH
O00384,C0238,2025-11-14 00:04:41,RETURNED,NORTH
O00385,C0093,2026-07-22 00:04:41,CANCELLED,WEST
O00386,C0166,2025-02-08 00:04:41,SHIPPED,WEST
O00387,C0047,2026-07-18 00:04:41,SHIPPED,NORTH
O00388,C0047,2025-11-12 00:04:41,PLACED,WEST
O00389,C0373,2026-01-14 00:04:41,SHIPPED,WEST
O00390,C0282,2025-01-30 00:04:41,RETURNED,SOUTH
O00391,C0084,2025-02-08 00:04:41,PLACED,WEST
O00392,C0158,2025-11-08 00:04:41,SHIPPED,NORTH
O00393,C0461,2025-04-03 00:00:00,DELIVERED,NORTH
O00394,C0235,2026-01-01 00:04:41,PLACED,WEST
O00395,C0122,2026-06-15 00:04:41,CANCELLED,WEST
O00396,C0041,2024-08-15 00:04:41,RETURNED,EAST
O00397,C0318,2025-09-03 00:00:00,SHIPPED,NORTH
O00398,C0335,2025-01-04 00:04:41,RETURNED,EAST
O00399,C0170,2024-09-28 00:04:41,SHIPPED,SOUTH
O00400,C0345,2026-06-16 00:04:41,RETURNED,SOUTH
O00401,C0495,2026-03-24 00:04:41,PLACED,NORTH
O00402,C0394,2025-08-21 00:04:41,PLACED,WEST
O00403,C0432,2025-06-04 00:04:41,PLACED,EAST
O00404,C0169,2026-01-28 00:04:41,SHIPPED,NORTH
O00405,C0056,2026-05-15 00:04:41,PLACED,WEST
O00406,C0371,2026-08-02 00:04:41,RETURNED,EAST
O00407,C0133,2026-05-09 00:04:41,SHIPPED,WEST
O00408,C0267,2025-12-31 00:04:41,SHIPPED,SOUTH
O00409,C0363,2025-02-23 00:00:00,PLACED,WEST
O00410,C0321,2025-03-09 00:04:41,CANCELLED,WEST
O00411,C0024,2026-03-05 00:04:41,SHIPPED,NORTH
O00412,C0328,2025-05-24 00:04:41,PLACED,EAST
O00413,C0154,2025-07-06 00:04:41,PLACED,EAST
O00414,C0175,2026-03-14 00:04:41,PLACED,SOUTH
O00415,C0100,2025-07-21 00:04:41,CANCELLED,WEST
O00416,UNKNOWN,2024-12-26 00:04:41,CANCELLED,EAST
O00417,C0237,2025-10-06 00:04:41,PLACED,EAST
O00418,C0290,2025-06-28 00:04:41,PLACED,SOUTH
O00419,C0296,2025-08-06 00:04:41,SHIPPED,EAST
O00420,UNKNOWN,2025-08-28 00:04:41,SHIPPED,WEST
O00421,C0096,2025-06-20 00:04:41,DELIVERED,NORTH
O00422,C0140,2025-12-30 00:04:41,DELIVERED,WEST
O00423,C0425,2025-03-18 00:04:41,SHIPPED,NORTH
O00424,C0192,2025-03-03 00:04:41,CANCELLED,NORTH
O00425,C0410,2026-01-03 00:04:41,DELIVERED,WEST
O00426,C0376,2025-06-22 00:04:41,SHIPPED,NORTH
O00427,C0421,2026-01-19 00:04:41,SHIPPED,SOUTH
O00428,UNKNOWN,2025-09-09 00:04:41,RETURNED,NORTH
O00429,C0003,2024-09-23 00:04:41,RETURNED,NORTH
O00430,C0171,2024-09-25 00:04:41,DELIVERED,NORTH
O00431,C0296,2026-05-25 00:04:41,DELIVERED,SOUTH
O00432,C0099,2026-02-05 00:04:41,CANCELLED,NORTH
O00433,C0140,2025-05-16 00:04:41,RETURNED,NORTH
