product_id,product_name,category,subcategory,cost_price
P0226,Laptop Product 226,Electronics,Laptop,2073.89
P0227,Jacket Product 227,Clothing,Jacket,3247.11
P0228,Education Product 228,Books,Education,1943.27
P0229,Education Product 229,Books,Education,4822.51
P0230,Jacket Product 230,Clothing,Jacket,637.23
P0231,Biography Product 231,Books,Biography,4894.69
P0232,Mobile Product 232,Electronics,Mobile,2341.87
P0233,Biography Product 233,Books,Biography,1186.84
P0234,Education Product 234,Books,Education,982.98
P0235,Mobile Product 235,Electronics,Mobile,2125.24
P0236,Mobile Product 236,Electronics,Mobile,549.44
P0237,Laptop Product 237,Electronics,Laptop,3531.27
P0238,Mobile Product 238,Electronics,Mobile,2041.21
P0239,Jacket Product 239,Clothing,Jacket,4325.46
P0240,Mobile Product 240,Electronics,Mobile,1481.85
P0241,Lamp Product 241,Home,Lamp,3379.03
P0242,Chair Product 242,Home,Chair,759.14
P0243,Jeans Product 243,Clothing,Jeans,351.74
P0244,Jacket Product 244,Clothing,Jacket,2801.46
P0245,Laptop Product 245,Electronics,Laptop,3373.15
P0246,Lamp Product 246,Home,Lamp,788.63
P0247,Fiction Product 247,Books,Fiction,2393.92
P0248,Jeans Product 248,Clothing,Jeans,764.54
P0249,Fiction Product 249,Books,Fiction,4840.54
P0250,Jeans Product 250,Clothing,Jeans,1056.52
P0251,Laptop Product 251,Electronics,Laptop,507.7
P0252,Shirt Product 252,Clothing,Shirt,3384.68
P0253,Mobile Product 253,Electronics,Mobile,3820.4
P0254,Jeans Product 254,Clothing,Jeans,4539.81
P0255,Chair Product 255,Home,Chair,990.62
P0256,Headphones Product 256,Electronics,Headphones,2420.66
P0257,Jacket Product 257,Clothing,Jacket,1062.34
P0258,Jacket Product 258,Clothing,Jacket,1451.14
P0259,Biography Product 259,Books,Biography,1576.69
P0260,Lamp Product 260,Home,Lamp,2356.72
P0261,Education Product 261,Books,Education,1884.99
P0262,Fiction Product 262,Books,Fiction,1145.31
P0263,Shirt Product 263,Clothing,Shirt,4677.05
P0264,Education Product 264,Books,Education,1682.83
P0265,Biography Product 265,Books,Biography,2521.54
P0266,Table Product 266,Home,Table,2468.67
P0267,Education Product 267,Books,Education,3985.13
P0268,Shirt Product 268,Clothing,Shirt,2467.17
P0269,Headphones Product 269,Electronics,Headphones,4241.15
P0270,Mobile Product 270,Electronics,Mobile,4220.6
P0271,Shirt Product 271,Clothing,Shirt,95.25
P0272,Education Product 272,Books,Education,3206.76
P0273,Biography Product 273,Books,Biography,82.73
P0274,Fiction Product 274,Books,Fiction,3624.85
P0275,Chair Product 275,Home,Chair,3504.4
P0276,Fiction Product 276,Books,Fiction,526.75
P0277,Shirt Product 277,Clothing,Shirt,2655.96
P0278,Table Product 278,Home,Table,441.15
P0279,Education Product 279,Books,Education,4951.65
P0280,Jeans Product 280,Clothing,Jeans,4246.94
P0281,Mobile Product 281,Electronics,Mobile,1916.99
P0282,Fiction Product 282,Books,Fiction,3529.08
P0283,Laptop Product 283,Electronics,Laptop,3242.29
P0284,Lamp Product 284,Home,Lamp,4870.51
P0285,Mobile Product 285,Electronics,Mobile,4347.18
P0286,Education Product 286,Books,Education,418.02
P0287,Lamp Product 287,Home,Lamp,212.86
P0288,Chair Product 288,Home,Chair,2955.83
P0289,Fiction Product 289,Books,Fiction,2841.59
P0290,Biography Product 290,Books,Biography,1692.06
P0291,Jacket Product 291,Clothing,Jacket,2528.92
P0292,Chair Product 292,Home,Chair,1199.11
P0293,Laptop Product 293,Electronics,Laptop,3088.63
P0294,Education Product 294,Books,Education,1402.97
P0295,Education Product 295,Books,Education,2787.54
P0296,Education Product 296,Books,Education,2950.08
P0297,Fiction Product 297,Books,Fiction,1512.13
P0298,Jacket Product 298,Clothing,Jacket,1376.46
P0299,Biography Product 299,Books,Biography,813.67
P0300,Education Product 300,Books,Education,503.03
P0301,Table Product 301,Home,Table,1385.34
P0302,Shirt Product 302,Clothing,Shirt,2271.78
P0303,Fiction Product 303,Books,Fiction,1801.88
P0304,Headphones Product 304,Electronics,Headphones,1655.93
P0305,Fiction Product 305,Books,Fiction,1969.61
P0306,Headphones Product 306,Electronics,Headphones,4530.78
P0307,Jacket Product 307,Clothing,Jacket,3442.31
P0308,Shirt Product 308,Clothing,Shirt,1378.61
P0309,Shirt Product 309,Clothing,Shirt,1416.01
P0310,Table Product 310,Home,Table,1837.57
P0311,Jacket Product 311,Clothing,Jacket,2989.34
P0312,Jeans Product 312,Clothing,Jeans,1558.06
P0313,Education Product 313,Books,Education,1930.46
P0314,Table Product 314,Home,Table,4086.6
P0315,Jeans Product 315,Clothing,Jeans,4739.03
P0316,Jeans Product 316,Clothing,Jeans,4824.64
P0317,Table Product 317,Home,Table,3182.87
P0318,Jeans Product 318,Clothing,Jeans,4091.65
P0319,Education Product 319,Books,Education,2841.06
P0320,Jacket Product 320,Clothing,Jacket,183.23
P0321,Biography Product 321,Books,Biography,3998.54
P0322,Laptop Product 322,Electronics,Laptop,738.94
P0323,Chair Product 323,Home,Chair,813.01
P0324,Education Product 324,Books,Education,4953.97
P0325,Biography Product 325,Books,Biography,2557.73
P0326,Biography Product 326,Books,Biography,4843.72
P0327,Mobile Product 327,Electronics,Mobile,3305.13
P0328,Chair Product 328,Home,Chair,269.27
P0329,Education Product 329,Books,Education,2180.75
P0330,Mobile Product 330,Electronics,Mobile,2577.85
P0331,Jeans Product 331,Clothing,Jeans,2342.16
P0332,Jeans Product 332,Clothing,Jeans,2439.72
P0333,Table Product 333,Home,Table,474.98
P0334,Jeans Product 334,Clothing,Jeans,2303.9
P0335,Jacket Product 335,Clothing,Jacket,2407.0
P0336,Biography Product 336,Books,Biography,1628.6
P0337,Chair Product 337,Home,Chair,619.67
P0338,Lamp Product 338,Home,Lamp,4010.25
P0339,Jacket Product 339,Clothing,Jacket,842.67
P0340,Education Product 340,Books,Education,2054.98
P0341,Shirt Product 341,Clothing,Shirt,2189.07
P0342,Headphones Product 342,Electronics,Headphones,1026.76
P0343,Education Product 343,Books,Education,1113.24
P0344,Lamp Product 344,Home,Lamp,359.69
P0345,Headphones Product 345,Electronics,Headphones,1663.63
P0346,Fiction Product 346,Books,Fiction,4320.05
P0347,Lamp Product 347,Home,Lamp,1993.09
P0348,Laptop Product 348,Electronics,Laptop,2316.41
P0349,Jacket Product 349,Clothing,Jacket,1522.35
P0350,Headphones Product 350,Electronics,Headphones,633.42
P0351,Chair Product 351,Home,Chair,3482.51
P0352,Education Product 352,Books,Education,2895.29
P0353,Fiction Product 353,Books,Fiction,2710.03
P0354,Jacket Product 354,Clothing,Jacket,1479.73
P0355,Jeans Product 355,Clothing,Jeans,3116.08
P0356,Chair Product 356,Home,Chair,1015.89
P0357,Biography Product 357,Books,Biography,2500.1
P0358,Education Product 358,Books,Education,2247.07
P0359,Shirt Product 359,Clothing,Shirt,3989.61
P0360,Jeans Product 360,Clothing,Jeans,1162.97
P0361,Chair Product 361,Home,Chair,2849.97
P0362,Biography Product 362,Books,Biography,2884.93
P0363,Lamp Product 363,Home,Lamp,1865.97
P0364,Headphones Product 364,Electronics,Headphones,1131.78
P0365,Fiction Product 365,Books,Fiction,3285.67
P0366,Jeans Product 366,Clothing,Jeans,209.54
P0367,Table Product 367,Home,Table,480.57
P0368,Mobile Product 368,Electronics,Mobile,3701.18
P0369,Lamp Product 369,Home,Lamp,2169.43
P0370,Shirt Product 370,Clothing,Shirt,4036.93
P0371,Lamp Product 371,Home,Lamp,2716.9
P0372,Lamp Product 372,Home,Lamp,2885.04
P0373,Mobile Product 373,Electronics,Mobile,3939.17
P0374,Laptop Product 374,Electronics,Laptop,678.1
P0375,Shirt Product 375,Clothing,Shirt,1644.38
P0376,Jacket Product 376,Clothing,Jacket,753.75
P0377,Lamp Product 377,Home,Lamp,2287.36
P0378,Laptop Product 378,Electronics,Laptop,1427.22
P0379,Table Product 379,Home,Table,1670.08
P0380,Headphones Product 380,Electronics,Headphones,4862.14
P0381,Chair Product 381,Home,Chair,2018.69
P0382,Fiction Product 382,Books,Fiction,1648.18
P0383,Table Product 383,Home,Table,696.44
P0384,Education Product 384,Books,Education,3823.16
P0385,Mobile Product 385,Electronics,Mobile,4191.68
P0386,Mobile Product 386,Electronics,Mobile,832.02
P0387,Fiction Product 387,Books,Fiction,2167.61
P0388,Jacket Product 388,Clothing,Jacket,4378.4
P0389,Chair Product 389,Home,Chair,1289.43
P0390,Lamp Product 390,Home,Lamp,869.35
P0391,Biography Product 391,Books,Biography,3512.23
P0392,Jeans Product 392,Clothing,Jeans,3533.31
P0393,Mobile Product 393,Electronics,Mobile,706.86
P0394,Jacket Product 394,Clothing,Jacket,95.97
P0395,Chair Product 395,Home,Chair,2140.45
P0396,Jeans Product 396,Clothing,Jeans,1946.2
P0397,Mobile Product 397,Electronics,Mobile,4410.9
P0398,Jeans Product 398,Clothing,Jeans,3778.13
P0399,Jacket Product 399,Clothing,Jacket,757.12
P0400,Headphones Product 400,Electronics,Headphones,2228.49
P0401,Jacket Product 401,Clothing,Jacket,4603.48
P0402,Fiction Product 402,Books,Fiction,547.3
P0403,Headphones Product 403,Electronics,Headphones,1790.1
P0404,Education Product 404,Books,Education,1276.54
P0405,Mobile Product 405,Electronics,Mobile,3020.04
P0406,Lamp Product 406,Home,Lamp,4243.0
P0407,Chair Product 407,Home,Chair,2572.14
P0408,Education Product 408,Books,Education,3929.82
P0409,Jeans Product 409,Clothing,Jeans,1243.35
P0410,Headphones Product 410,Electronics,Headphones,109.73
P0411,Table Product 411,Home,Table,4311.03
P0412,Education Product 412,Books,Education,905.21
P0413,Fiction Product 413,Books,Fiction,384.29
P0414,Chair Product 414,Home,Chair,349.32
P0415,Biography Product 415,Books,Biography,3577.51
P0416,Education Product 416,Books,Education,458.02
P0417,Jeans Product 417,Clothing,Jeans,441.16
P0418,Shirt Product 418,Clothing,Shirt,1984.12
P0419,Laptop Product 419,Electronics,Laptop,3663.29
P0420,Shirt Product 420,Clothing,Shirt,4626.91
P0421,Laptop Product 421,Electronics,Laptop,322.39
P0422,Shirt Product 422,Clothing,Shirt,729.2
P0423,Mobile Product 423,Electronics,Mobile,1766.19
P0424,Chair Product 424,Home,Chair,3761.39
P0425,Lamp Product 425,Home,Lamp,3868.58
P0426,Laptop Product 426,Electronics,Laptop,1396.3
P0427,Laptop Product 427,Electronics,Laptop,2904.43
P0428,Laptop Product 428,Electronics,Laptop,1832.61
P0429,Biography Product 429,Books,Biography,828.68
P0430,Headphones Product 430,Electronics,Headphones,620.9
P0431,Mobile Product 431,Electronics,Mobile,110.83
P0432,Laptop Product 432,Electronics,Laptop,4605.12
P0433,Shirt Product 433,Clothing,Shirt,4574.04
P0434,Fiction Product 434,Books,Fiction,2110.47
P0435,Table Product 435,Home,Table,2879.1
P0436,Headphones Product 436,Electronics,Headphones,310.73
P0437,Jacket Product 437,Clothing,Jacket,4772.69
P0438,Laptop Product 438,Electronics,Laptop,3878.96
P0439,Table Product 439,Home,Table,2310.89
P0440,Chair Product 440,Home,Chair,3933.31
P0441,Jeans Product 441,Clothing,Jeans,4860.7
P0442,Jacket Product 442,Clothing,Jacket,3814.39
P0443,Shirt Product 443,Clothing,Shirt,2079.68
P0444,Jacket Product 444,Clothing,Jacket,4205.89
P0445,Laptop Product 445,Electronics,Laptop,3303.65
P0446,Chair Product 446,Home,Chair,4916.42
P0447,Education Product 447,Books,Education,4864.17
P0448,Jacket Product 448,Clothing,Jacket,267.31
P0449,Jacket Product 449,Clothing,Jacket,4483.11
P0450,Biography Product 450,Books,Biography,523.11
P0451,Jacket Product 451,Clothing,Jacket,420.41
P0452,Laptop Product 452,Electronics,Laptop,697.01
P0453,Table Product 453,Home,Table,4633.91
P0454,Biography Product 454,Books,Biography,1664.95
P0455,Education Product 455,Books,Education,4720.6
P0456,Jacket Product 456,Clothing,Jacket,573.01
P0457,Education Product 457,Books,Education,647.65
P0458,Chair Product 458,Home,Chair,2343.57
P0459,Mobile Product 459,Electronics,Mobile,3445.97
P0460,Mobile Product 460,Electronics,Mobile,1672.58
P0461,Headphones Product 461,Electronics,Headphones,1810.93
P0462,Headphones Product 462,Electronics,Headphones,4109.44
P0463,Shirt Product 463,Clothing,Shirt,4280.28
P0464,Shirt Product 464,Clothing,Shirt,4029.29
P0465,Shirt Product 465,Clothing,Shirt,4160.34
P0466,Shirt Product 466,Clothing,Shirt,2032.88
P0467,Headphones Product 467,Electronics,Headphones,4591.27
P0468,Mobile Product 468,Electronics,Mobile,1028.86
P0469,Fiction Product 469,Books,Fiction,4244.01
P0470,Chair Product 470,Home,Chair,2331.92
P0471,Jacket Product 471,Clothing,Jacket,3635.93
P0472,Fiction Product 472,Books,Fiction,2161.99
P0473,Chair Product 473,Home,Chair,1411.16
P0474,Fiction Product 474,Books,Fiction,3114.92
P0475,Jacket Product 475,Clothing,Jacket,2089.36
P0476,Fiction Product 476,Books,Fiction,1945.93
P0477,Fiction Product 477,Books,Fiction,3996.13
P0478,Jacket Product 478,Clothing,Jacket,2741.1
P0479,Laptop Product 479,Electronics,Laptop,1827.6
P0480,Education Product 480,Books,Education,2536.85
P0481,Education Product 481,Books,Education,1628.44
P0482,Shirt Product 482,Clothing,Shirt,3903.76
P0483,Laptop Product 483,Electronics,Laptop,3845.87
P0484,Shirt Product 484,Clothing,Shirt,3301.48
P0485,Lamp Product 485,Home,Lamp,4590.43
P0486,Mobile Product 486,Electronics,Mobile,4914.19
P0487,Education Product 487,Books,Education,4958.13
P0488,Shirt Product 488,Clothing,Shirt,1624.12
P0489,Lamp Product 489,Home,Lamp,3517.78
P0490,Jacket Product 490,Clothing,Jacket,4191.65
P0491,Biography Product 491,Books,Biography,2477.66
P0492,Mobile Product 492,Electronics,Mobile,1133.1
P0493,Fiction Product 493,Books,Fiction,3089.97
P0494,Jeans Product 494,Clothing,Jeans,4597.96
P0495,Chair Product 495,Home,Chair,2953.72
P0496,Shirt Product 496,Clothing,Shirt,4310.31
P0497,Laptop Product 497,Electronics,Laptop,3327.59
P0498,Laptop Product 498,Electronics,Laptop,725.44
P0499,Jacket Product 499,Clothing,Jacket,3969.62
P0500,Biography Product 500,Books,Biography,3550.56
